cohorte,pais,mes_vida,clientes_inicial,clientes_retenidos,retencion_pct,retencion_mrr_pct
2026-04,Perú,0,815,815,100.0,100.0
2026-04,Perú,1,815,771,94.61,95.47
2026-04,Perú,2,815,749,91.97,93.64
2026-04,Perú,3,815,736,90.33,92.79
2026-04,Perú,4,815,723,88.75,91.98
2026-04,Uruguay,0,452,452,100.0,100.0
2026-04,Uruguay,1,452,433,95.91,96.78
2026-04,Uruguay,2,452,424,93.88,95.59
2026-04,Uruguay,3,452,418,92.61,95.14
2026-04,Uruguay,4,452,413,91.39,94.72
2026-04,Chile,0,362,362,100.0,100.0
2026-04,Chile,1,362,337,93.36,94.21
2026-04,Chile,2,362,326,90.15,91.79
2026-04,Chile,3,362,319,88.17,90.58
2026-04,Chile,4,362,312,86.28,89.42
2026-05,Colombia,0,2342,2342,100.0,100.0
2026-05,Colombia,1,2342,2230,95.24,96.11
2026-05,Colombia,2,2342,2175,92.9,94.59
2026-05,Colombia,3,2342,2141,91.44,93.94
2026-05,México,0,1657,1657,100.0,100.0
2026-05,México,1,1657,1555,93.85,94.71
2026-05,México,2,1657,1505,90.87,92.52
2026-05,México,3,1657,1475,89.02,91.45
2026-05,Ecuador,0,685,685,100.0,100.0
2026-05,Ecuador,1,685,649,94.84,95.7
2026-05,Ecuador,2,685,632,92.31,93.99
2026-05,Ecuador,3,685,621,90.73,93.21
2026-05,Perú,0,514,514,100.0,100.0
2026-05,Perú,1,514,486,94.61,95.47
2026-05,Perú,2,514,472,91.97,93.64
2026-05,Perú,3,514,464,90.33,92.79
2026-05,Uruguay,0,285,285,100.0,100.0
2026-05,Uruguay,1,285,273,95.91,96.78
2026-05,Uruguay,2,285,267,93.88,95.59
2026-05,Uruguay,3,285,263,92.61,95.14
2026-05,Chile,0,228,228,100.0,100.0
2026-05,Chile,1,228,212,93.36,94.21
2026-05,Chile,2,228,205,90.15,91.79
2026-05,Chile,3,228,201,88.17,90.58
2026-06,Colombia,0,2627,2627,100.0,100.0
2026-06,Colombia,1,2627,2502,95.24,96.11
2026-06,Colombia,2,2627,2440,92.9,94.59
2026-06,México,0,1858,1858,100.0,100.0
2026-06,México,1,1858,1743,93.85,94.71
2026-06,México,2,1858,1688,90.87,92.52
2026-06,Ecuador,0,769,769,100.0,100.0
2026-06,Ecuador,1,769,729,94.84,95.7
2026-06,Ecuador,2,769,709,92.31,93.99
2026-06,Perú,0,576,576,100.0,100.0
2026-06,Perú,1,576,544,94.61,95.47
2026-06,Perú,2,576,529,91.97,93.64
2026-06,Uruguay,0,320,320,100.0,100.0
2026-06,Uruguay,1,320,306,95.91,96.78
2026-06,Uruguay,2,320,300,93.88,95.59
2026-06,Chile,0,256,256,100.0,100.0
2026-06,Chile,1,256,238,93.36,94.21
2026-06,Chile,2,256,230,90.15,91.79
2026-07,Colombia,0,2330,2330,100.0,100.0
2026-07,Colombia,1,2330,2219,95.24,96.11
2026-07,México,0,1648,1648,100.0,100.0
2026-07,México,1,1648,1546,93.85,94.71
2026-07,Ecuador,0,682,682,100.0,100.0
2026-07,Ecuador,1,682,646,94.84,95.7
2026-07,Perú,0,511,511,100.0,100.0
2026-07,Perú,1,511,483,94.61,95.47
2026-07,Uruguay,0,284,284,100.0,100.0
2026-07,Uruguay,1,284,272,95.91,96.78
2026-07,Chile,0,227,227,100.0,100.0
2026-07,Chile,1,227,211,93.36,94.21
2026-08,Colombia,0,2594,2594,100.0,100.0
2026-08,México,0,1835,1835,100.0,100.0
2026-08,Ecuador,0,759,759,100.0,100.0
2026-08,Perú,0,569,569,100.0,100.0
2026-08,Uruguay,0,316,316,100.0,100.0
2026-08,Chile,0,253,253,100.0,100.0
