mes,pais,plan,motivo,clientes,mrr_perdido_usd
2025-10,Uruguay,Emprendedor,Se fue a la competencia,9,511.96
2025-10,Uruguay,Emprendedor,Mala experiencia de soporte,6,421.41
2025-10,Uruguay,Emprendedor,No logró implementar,5,379.62
2025-10,Uruguay,Emprendedor,Cambió de contador,5,271.65
2025-10,Uruguay,Emprendedor,Funcionalidad faltante,3,233.34
2025-10,Uruguay,Emprendedor,Otro / sin motivo registrado,2,170.65
2025-10,Uruguay,Premium,Cerró o quebró el negocio,6,438.83
2025-10,Uruguay,Premium,Precio / ajuste anual,6,352.17
2025-10,Uruguay,Premium,Se fue a la competencia,3,271.04
2025-10,Uruguay,Premium,Mala experiencia de soporte,3,223.1
2025-10,Uruguay,Premium,No logró implementar,2,200.98
2025-10,Uruguay,Premium,Cambió de contador,2,143.82
2025-10,Uruguay,Premium,Funcionalidad faltante,1,123.54
2025-10,Uruguay,Premium,Otro / sin motivo registrado,1,90.35
2025-10,Uruguay,Corporativo,Cerró o quebró el negocio,1,193.79
2025-10,Uruguay,Corporativo,Precio / ajuste anual,1,155.52
2025-10,Uruguay,Siigo POS,Cerró o quebró el negocio,4,113.8
2025-10,Uruguay,Siigo POS,Precio / ajuste anual,2,91.33
2025-10,Uruguay,Siigo POS,Se fue a la competencia,2,70.29
2025-10,Uruguay,Siigo POS,Mala experiencia de soporte,1,57.86
2025-10,Uruguay,Siigo POS,No logró implementar,1,52.12
2025-10,Uruguay,Siigo POS,Cambió de contador,1,37.3
2025-10,Uruguay,Siigo POS,Funcionalidad faltante,1,32.04
2025-10,Uruguay,POS Gastrobar,Cerró o quebró el negocio,2,81.93
2025-10,Uruguay,POS Gastrobar,Precio / ajuste anual,1,65.75
2025-10,Uruguay,POS Gastrobar,Se fue a la competencia,1,50.6
2025-11,Uruguay,Siigo Contador,Cerró o quebró el negocio,8,0.0
2025-11,Uruguay,Siigo Contador,Precio / ajuste anual,6,0.0
2025-11,Uruguay,Siigo Contador,Se fue a la competencia,5,0.0
2025-11,Uruguay,Siigo Contador,Mala experiencia de soporte,4,0.0
2025-11,Uruguay,Siigo Contador,No logró implementar,4,0.0
2025-11,Uruguay,Siigo Contador,Cambió de contador,2,0.0
2025-11,Uruguay,Siigo Contador,Funcionalidad faltante,2,0.0
2025-11,Uruguay,Siigo Contador,Otro / sin motivo registrado,2,0.0
2025-11,Uruguay,Profesional Independiente,Cerró o quebró el negocio,18,864.85
2025-11,Uruguay,Profesional Independiente,Precio / ajuste anual,14,694.06
2025-11,Uruguay,Profesional Independiente,Se fue a la competencia,10,534.17
2025-11,Uruguay,Profesional Independiente,Mala experiencia de soporte,9,439.69
2025-11,Uruguay,Profesional Independiente,No logró implementar,8,396.09
2025-11,Uruguay,Profesional Independiente,Cambió de contador,4,283.44
2025-11,Uruguay,Profesional Independiente,Funcionalidad faltante,4,243.47
2025-11,Uruguay,Profesional Independiente,Otro / sin motivo registrado,3,178.06
2025-11,Uruguay,Emprendedor,Cerró o quebró el negocio,16,895.15
2025-11,Uruguay,Emprendedor,Precio / ajuste anual,12,718.37
2025-11,Uruguay,Emprendedor,Se fue a la competencia,9,552.88
2025-11,Uruguay,Emprendedor,Mala experiencia de soporte,6,455.1
2025-11,Uruguay,Emprendedor,No logró implementar,5,409.96
2025-11,Uruguay,Emprendedor,Cambió de contador,4,293.37
2025-11,Uruguay,Emprendedor,Funcionalidad faltante,4,252.0
2025-11,Uruguay,Emprendedor,Otro / sin motivo registrado,3,184.29
2025-11,Uruguay,Premium,Cerró o quebró el negocio,5,483.3
2025-11,Uruguay,Premium,Precio / ajuste anual,4,387.86
2025-11,Uruguay,Premium,Se fue a la competencia,4,298.51
2025-11,Uruguay,Premium,Mala experiencia de soporte,2,245.71
2025-11,Uruguay,Premium,No logró implementar,3,221.34
2025-11,Uruguay,Premium,Cambió de contador,1,158.39
2025-11,Uruguay,Premium,Funcionalidad faltante,1,136.06
2025-11,Uruguay,Premium,Otro / sin motivo registrado,1,99.5
2025-11,Uruguay,Corporativo,Cerró o quebró el negocio,1,175.46
2025-11,Uruguay,Corporativo,Precio / ajuste anual,1,140.81
2025-11,Uruguay,Siigo POS,Cerró o quebró el negocio,3,105.58
2025-11,Uruguay,Siigo POS,Precio / ajuste anual,2,84.73
2025-11,Uruguay,Siigo POS,Se fue a la competencia,1,65.21
2025-11,Uruguay,Siigo POS,Mala experiencia de soporte,1,53.68
2025-11,Uruguay,Siigo POS,No logró implementar,1,48.35
2025-11,Uruguay,Siigo POS,Cambió de contador,1,34.6
2025-11,Uruguay,POS Gastrobar,Cerró o quebró el negocio,1,72.95
2025-11,Uruguay,POS Gastrobar,Precio / ajuste anual,1,58.54
2025-11,Uruguay,POS Gastrobar,Se fue a la competencia,1,45.06
2025-12,Uruguay,Siigo Contador,Cerró o quebró el negocio,13,0.0
2025-12,Uruguay,Siigo Contador,Precio / ajuste anual,9,0.0
2025-12,Uruguay,Siigo Contador,Se fue a la competencia,6,0.0
2025-12,Uruguay,Siigo Contador,Mala experiencia de soporte,5,0.0
2025-12,Uruguay,Siigo Contador,No logró implementar,5,0.0
2025-12,Uruguay,Siigo Contador,Cambió de contador,3,0.0
2025-12,Uruguay,Siigo Contador,Funcionalidad faltante,3,0.0
2025-12,Uruguay,Siigo Contador,Otro / sin motivo registrado,2,0.0
2025-12,Uruguay,Profesional Independiente,Cerró o quebró el negocio,18,1032.69
2025-12,Uruguay,Profesional Independiente,Precio / ajuste anual,19,828.75
2025-12,Uruguay,Profesional Independiente,Se fue a la competencia,14,637.84
2025-12,Uruguay,Profesional Independiente,Mala experiencia de soporte,9,525.02
2025-12,Uruguay,Profesional Independiente,No logró implementar,7,472.95
2025-12,Uruguay,Profesional Independiente,Cambió de contador,7,338.44
2025-12,Uruguay,Profesional Independiente,Funcionalidad faltante,5,290.71
2025-12,Uruguay,Profesional Independiente,Otro / sin motivo registrado,4,212.61
2025-12,Uruguay,Emprendedor,Cerró o quebró el negocio,12,931.46
2025-12,Uruguay,Emprendedor,Precio / ajuste anual,12,747.52
2025-12,Uruguay,Emprendedor,Se fue a la competencia,10,575.32
2025-12,Uruguay,Emprendedor,Mala experiencia de soporte,7,473.56
2025-12,Uruguay,Emprendedor,No logró implementar,6,426.59
2025-12,Uruguay,Emprendedor,Cambió de contador,4,305.27
2025-12,Uruguay,Emprendedor,Funcionalidad faltante,4,262.22
2025-12,Uruguay,Emprendedor,Otro / sin motivo registrado,3,191.77
2025-12,Uruguay,Premium,Cerró o quebró el negocio,7,554.38
2025-12,Uruguay,Premium,Precio / ajuste anual,5,444.9
2025-12,Uruguay,Premium,Se fue a la competencia,4,342.41
2025-12,Uruguay,Premium,Mala experiencia de soporte,3,281.85
2025-12,Uruguay,Premium,No logró implementar,3,253.9
2025-12,Uruguay,Premium,Cambió de contador,2,181.69
2025-12,Uruguay,Premium,Funcionalidad faltante,2,156.07
2025-12,Uruguay,Premium,Otro / sin motivo registrado,1,114.14
2025-12,Uruguay,Corporativo,Cerró o quebró el negocio,1,184.68
2025-12,Uruguay,Corporativo,Precio / ajuste anual,1,148.21
2025-12,Uruguay,Siigo POS,Cerró o quebró el negocio,3,122.21
2025-12,Uruguay,Siigo POS,Precio / ajuste anual,3,98.08
2025-12,Uruguay,Siigo POS,Se fue a la competencia,2,75.48
2025-12,Uruguay,Siigo POS,Mala experiencia de soporte,1,62.13
2025-12,Uruguay,Siigo POS,No logró implementar,2,55.97
2025-12,Uruguay,Siigo POS,Cambió de contador,1,40.05
2025-12,Uruguay,Siigo POS,Funcionalidad faltante,1,34.4
2025-12,Uruguay,POS Gastrobar,Cerró o quebró el negocio,2,89.01
2025-12,Uruguay,POS Gastrobar,Precio / ajuste anual,1,71.44
2025-12,Uruguay,POS Gastrobar,Se fue a la competencia,1,54.98
2025-12,Uruguay,POS Gastrobar,Mala experiencia de soporte,1,45.26
2025-12,Uruguay,POS Gastrobar,No logró implementar,1,40.77
2026-01,Uruguay,Siigo Contador,Cerró o quebró el negocio,15,0.0
2026-01,Uruguay,Siigo Contador,Precio / ajuste anual,17,0.0
2026-01,Uruguay,Siigo Contador,Se fue a la competencia,8,0.0
2026-01,Uruguay,Siigo Contador,Mala experiencia de soporte,6,0.0
2026-01,Uruguay,Siigo Contador,No logró implementar,6,0.0
2026-01,Uruguay,Siigo Contador,Cambió de contador,4,0.0
2026-01,Uruguay,Siigo Contador,Funcionalidad faltante,3,0.0
2026-01,Uruguay,Siigo Contador,Otro / sin motivo registrado,2,0.0
2026-01,Uruguay,Profesional Independiente,Cerró o quebró el negocio,16,1062.68
2026-01,Uruguay,Profesional Independiente,Precio / ajuste anual,25,1390.1
2026-01,Uruguay,Profesional Independiente,Se fue a la competencia,15,656.36
2026-01,Uruguay,Profesional Independiente,Mala experiencia de soporte,10,540.27
2026-01,Uruguay,Profesional Independiente,No logró implementar,9,486.69
2026-01,Uruguay,Profesional Independiente,Cambió de contador,6,348.27
2026-01,Uruguay,Profesional Independiente,Funcionalidad faltante,4,299.16
2026-01,Uruguay,Profesional Independiente,Otro / sin motivo registrado,4,218.79
2026-01,Uruguay,Emprendedor,Cerró o quebró el negocio,19,1105.54
2026-01,Uruguay,Emprendedor,Precio / ajuste anual,22,1446.17
2026-01,Uruguay,Emprendedor,Se fue a la competencia,12,682.84
2026-01,Uruguay,Emprendedor,Mala experiencia de soporte,9,562.06
2026-01,Uruguay,Emprendedor,No logró implementar,7,506.32
2026-01,Uruguay,Emprendedor,Cambió de contador,4,362.32
2026-01,Uruguay,Emprendedor,Funcionalidad faltante,5,311.22
2026-01,Uruguay,Emprendedor,Otro / sin motivo registrado,3,227.61
2026-01,Uruguay,Premium,Cerró o quebró el negocio,9,605.4
2026-01,Uruguay,Premium,Precio / ajuste anual,10,791.93
2026-01,Uruguay,Premium,Se fue a la competencia,5,373.93
2026-01,Uruguay,Premium,Mala experiencia de soporte,4,307.79
2026-01,Uruguay,Premium,No logró implementar,4,277.26
2026-01,Uruguay,Premium,Cambió de contador,2,198.41
2026-01,Uruguay,Premium,Funcionalidad faltante,1,170.43
2026-01,Uruguay,Premium,Otro / sin motivo registrado,1,124.64
2026-01,Uruguay,Corporativo,Cerró o quebró el negocio,1,224.32
2026-01,Uruguay,Corporativo,Precio / ajuste anual,2,293.43
2026-01,Uruguay,Siigo POS,Cerró o quebró el negocio,4,149.3
2026-01,Uruguay,Siigo POS,Precio / ajuste anual,6,195.29
2026-01,Uruguay,Siigo POS,Se fue a la competencia,2,92.21
2026-01,Uruguay,Siigo POS,Mala experiencia de soporte,2,75.9
2026-01,Uruguay,Siigo POS,No logró implementar,2,68.37
2026-01,Uruguay,Siigo POS,Cambió de contador,1,48.93
2026-01,Uruguay,Siigo POS,Funcionalidad faltante,1,42.03
2026-01,Uruguay,POS Gastrobar,Cerró o quebró el negocio,2,97.37
2026-01,Uruguay,POS Gastrobar,Precio / ajuste anual,2,127.37
2026-01,Uruguay,POS Gastrobar,Se fue a la competencia,1,60.14
2026-01,Uruguay,POS Gastrobar,Mala experiencia de soporte,1,49.5
2026-01,Uruguay,POS Gastrobar,No logró implementar,1,44.59
2026-02,Uruguay,Siigo Contador,Cerró o quebró el negocio,8,0.0
2026-02,Uruguay,Siigo Contador,Precio / ajuste anual,15,0.0
2026-02,Uruguay,Siigo Contador,Se fue a la competencia,5,0.0
2026-02,Uruguay,Siigo Contador,Mala experiencia de soporte,4,0.0
2026-02,Uruguay,Siigo Contador,No logró implementar,3,0.0
2026-02,Uruguay,Siigo Contador,Cambió de contador,2,0.0
2026-02,Uruguay,Siigo Contador,Funcionalidad faltante,2,0.0
2026-02,Uruguay,Siigo Contador,Otro / sin motivo registrado,2,0.0
2026-02,Uruguay,Profesional Independiente,Cerró o quebró el negocio,18,881.97
2026-02,Uruguay,Profesional Independiente,Precio / ajuste anual,18,1153.71
2026-02,Uruguay,Profesional Independiente,Se fue a la competencia,10,544.75
2026-02,Uruguay,Profesional Independiente,Mala experiencia de soporte,6,448.4
2026-02,Uruguay,Profesional Independiente,No logró implementar,8,403.93
2026-02,Uruguay,Profesional Independiente,Cambió de contador,5,289.05
2026-02,Uruguay,Profesional Independiente,Funcionalidad faltante,3,248.29
2026-02,Uruguay,Profesional Independiente,Otro / sin motivo registrado,3,181.58
2026-02,Uruguay,Emprendedor,Cerró o quebró el negocio,11,953.74
2026-02,Uruguay,Emprendedor,Precio / ajuste anual,21,1247.59
2026-02,Uruguay,Emprendedor,Se fue a la competencia,8,589.07
2026-02,Uruguay,Emprendedor,Mala experiencia de soporte,6,484.88
2026-02,Uruguay,Emprendedor,No logró implementar,6,436.8
2026-02,Uruguay,Emprendedor,Cambió de contador,4,312.57
2026-02,Uruguay,Emprendedor,Funcionalidad faltante,4,268.49
2026-02,Uruguay,Emprendedor,Otro / sin motivo registrado,2,196.36
2026-02,Uruguay,Premium,Cerró o quebró el negocio,5,533.29
2026-02,Uruguay,Premium,Precio / ajuste anual,10,697.6
2026-02,Uruguay,Premium,Se fue a la competencia,3,329.38
2026-02,Uruguay,Premium,Mala experiencia de soporte,3,271.12
2026-02,Uruguay,Premium,No logró implementar,3,244.24
2026-02,Uruguay,Premium,Cambió de contador,2,174.77
2026-02,Uruguay,Premium,Funcionalidad faltante,1,150.13
2026-02,Uruguay,Premium,Otro / sin motivo registrado,1,109.79
2026-02,Uruguay,Corporativo,Cerró o quebró el negocio,1,215.48
2026-02,Uruguay,Corporativo,Precio / ajuste anual,1,281.87
2026-02,Uruguay,Siigo POS,Cerró o quebró el negocio,3,120.37
2026-02,Uruguay,Siigo POS,Precio / ajuste anual,4,157.46
2026-02,Uruguay,Siigo POS,Se fue a la competencia,2,74.35
2026-02,Uruguay,Siigo POS,Mala experiencia de soporte,1,61.2
2026-02,Uruguay,Siigo POS,No logró implementar,1,55.13
2026-02,Uruguay,Siigo POS,Cambió de contador,1,39.45
2026-02,Uruguay,Siigo POS,Funcionalidad faltante,1,33.89
2026-02,Uruguay,POS Gastrobar,Cerró o quebró el negocio,2,86.6
2026-02,Uruguay,POS Gastrobar,Precio / ajuste anual,2,113.28
2026-03,Uruguay,Siigo Contador,Cerró o quebró el negocio,9,0.0
2026-03,Uruguay,Siigo Contador,Precio / ajuste anual,9,0.0
2026-03,Uruguay,Siigo Contador,Se fue a la competencia,6,0.0
2026-03,Uruguay,Siigo Contador,Mala experiencia de soporte,8,0.0
2026-03,Uruguay,Siigo Contador,No logró implementar,3,0.0
2026-03,Uruguay,Siigo Contador,Cambió de contador,3,0.0
2026-03,Uruguay,Siigo Contador,Funcionalidad faltante,2,0.0
2026-03,Uruguay,Siigo Contador,Otro / sin motivo registrado,2,0.0
2026-03,Uruguay,Profesional Independiente,Cerró o quebró el negocio,19,904.13
2026-03,Uruguay,Profesional Independiente,Precio / ajuste anual,14,725.58
2026-03,Uruguay,Profesional Independiente,Se fue a la competencia,11,558.43
2026-03,Uruguay,Profesional Independiente,Mala experiencia de soporte,10,680.3
2026-03,Uruguay,Profesional Independiente,No logró implementar,6,414.07
2026-03,Uruguay,Profesional Independiente,Cambió de contador,4,296.31
2026-03,Uruguay,Profesional Independiente,Funcionalidad faltante,4,254.52
2026-03,Uruguay,Profesional Independiente,Otro / sin motivo registrado,3,186.14
2026-03,Uruguay,Emprendedor,Cerró o quebró el negocio,12,945.04
2026-03,Uruguay,Emprendedor,Precio / ajuste anual,11,758.42
2026-03,Uruguay,Emprendedor,Se fue a la competencia,6,583.7
2026-03,Uruguay,Emprendedor,Mala experiencia de soporte,8,711.08
2026-03,Uruguay,Emprendedor,No logró implementar,5,432.81
2026-03,Uruguay,Emprendedor,Cambió de contador,4,309.72
2026-03,Uruguay,Emprendedor,Funcionalidad faltante,3,266.04
2026-03,Uruguay,Emprendedor,Otro / sin motivo registrado,2,194.57
2026-03,Uruguay,Premium,Cerró o quebró el negocio,5,496.89
2026-03,Uruguay,Premium,Precio / ajuste anual,5,398.76
2026-03,Uruguay,Premium,Se fue a la competencia,3,306.9
2026-03,Uruguay,Premium,Mala experiencia de soporte,4,373.88
2026-03,Uruguay,Premium,No logró implementar,3,227.57
2026-03,Uruguay,Premium,Cambió de contador,2,162.85
2026-03,Uruguay,Premium,Funcionalidad faltante,1,139.88
2026-03,Uruguay,Premium,Otro / sin motivo registrado,1,102.3
2026-03,Uruguay,Corporativo,Cerró o quebró el negocio,1,192.31
2026-03,Uruguay,Corporativo,Precio / ajuste anual,1,154.33
2026-03,Uruguay,Corporativo,Mala experiencia de soporte,1,144.7
2026-03,Uruguay,Siigo POS,Cerró o quebró el negocio,3,131.17
2026-03,Uruguay,Siigo POS,Precio / ajuste anual,2,105.27
2026-03,Uruguay,Siigo POS,Se fue a la competencia,2,81.02
2026-03,Uruguay,Siigo POS,Mala experiencia de soporte,2,98.7
2026-03,Uruguay,Siigo POS,No logró implementar,1,60.07
2026-03,Uruguay,Siigo POS,Cambió de contador,1,42.99
2026-03,Uruguay,Siigo POS,Funcionalidad faltante,1,36.93
2026-03,Uruguay,POS Gastrobar,Cerró o quebró el negocio,1,83.6
2026-03,Uruguay,POS Gastrobar,Precio / ajuste anual,1,67.09
2026-03,Uruguay,POS Gastrobar,Se fue a la competencia,1,51.64
2026-03,Uruguay,POS Gastrobar,Mala experiencia de soporte,1,62.91
2026-04,Uruguay,Siigo Contador,Cerró o quebró el negocio,9,0.0
2026-04,Uruguay,Siigo Contador,Precio / ajuste anual,9,0.0
2026-04,Uruguay,Siigo Contador,Se fue a la competencia,5,0.0
2026-04,Uruguay,Siigo Contador,Mala experiencia de soporte,6,0.0
2026-04,Uruguay,Siigo Contador,No logró implementar,3,0.0
2026-04,Uruguay,Siigo Contador,Cambió de contador,3,0.0
2026-04,Uruguay,Siigo Contador,Funcionalidad faltante,2,0.0
2026-04,Uruguay,Siigo Contador,Otro / sin motivo registrado,1,0.0
2026-04,Uruguay,Profesional Independiente,Cerró o quebró el negocio,17,945.08
2026-04,Uruguay,Profesional Independiente,Precio / ajuste anual,14,758.45
2026-04,Uruguay,Profesional Independiente,Se fue a la competencia,10,583.73
2026-04,Uruguay,Profesional Independiente,Mala experiencia de soporte,13,711.12
2026-04,Uruguay,Profesional Independiente,No logró implementar,8,432.83
2026-04,Uruguay,Profesional Independiente,Cambió de contador,6,309.73
2026-04,Uruguay,Profesional Independiente,Funcionalidad faltante,3,266.05
2026-04,Uruguay,Profesional Independiente,Otro / sin motivo registrado,3,194.58
2026-04,Uruguay,Emprendedor,Cerró o quebró el negocio,11,958.79
2026-04,Uruguay,Emprendedor,Precio / ajuste anual,10,769.45
2026-04,Uruguay,Emprendedor,Se fue a la competencia,9,592.19
2026-04,Uruguay,Emprendedor,Mala experiencia de soporte,12,721.43
2026-04,Uruguay,Emprendedor,No logró implementar,5,439.11
2026-04,Uruguay,Emprendedor,Cambió de contador,4,314.23
2026-04,Uruguay,Emprendedor,Funcionalidad faltante,3,269.91
2026-04,Uruguay,Emprendedor,Otro / sin motivo registrado,3,197.4
2026-04,Uruguay,Premium,Cerró o quebró el negocio,6,494.47
2026-04,Uruguay,Premium,Precio / ajuste anual,5,396.82
2026-04,Uruguay,Premium,Se fue a la competencia,3,305.41
2026-04,Uruguay,Premium,Mala experiencia de soporte,5,372.05
2026-04,Uruguay,Premium,No logró implementar,2,226.46
2026-04,Uruguay,Premium,Cambió de contador,2,162.05
2026-04,Uruguay,Premium,Funcionalidad faltante,1,139.2
2026-04,Uruguay,Premium,Otro / sin motivo registrado,1,101.8
2026-04,Uruguay,Corporativo,Cerró o quebró el negocio,1,207.58
2026-04,Uruguay,Corporativo,Precio / ajuste anual,1,166.59
2026-04,Uruguay,Corporativo,Mala experiencia de soporte,1,156.19
2026-04,Uruguay,Siigo POS,Cerró o quebró el negocio,2,121.13
2026-04,Uruguay,Siigo POS,Precio / ajuste anual,3,97.21
2026-04,Uruguay,Siigo POS,Se fue a la competencia,2,74.81
2026-04,Uruguay,Siigo POS,Mala experiencia de soporte,2,91.14
2026-04,Uruguay,Siigo POS,No logró implementar,1,55.47
2026-04,Uruguay,Siigo POS,Cambió de contador,1,39.7
2026-04,Uruguay,Siigo POS,Funcionalidad faltante,1,34.1
2026-04,Uruguay,POS Gastrobar,Cerró o quebró el negocio,1,89.62
2026-04,Uruguay,POS Gastrobar,Precio / ajuste anual,1,71.92
2026-04,Uruguay,POS Gastrobar,Se fue a la competencia,1,55.35
2026-04,Uruguay,POS Gastrobar,Mala experiencia de soporte,1,67.43
2026-05,Uruguay,Siigo Contador,Cerró o quebró el negocio,9,0.0
2026-05,Uruguay,Siigo Contador,Precio / ajuste anual,7,0.0
2026-05,Uruguay,Siigo Contador,Se fue a la competencia,5,0.0
2026-05,Uruguay,Siigo Contador,Mala experiencia de soporte,7,0.0
2026-05,Uruguay,Siigo Contador,No logró implementar,4,0.0
2026-05,Uruguay,Siigo Contador,Cambió de contador,3,0.0
2026-05,Uruguay,Siigo Contador,Funcionalidad faltante,3,0.0
2026-05,Uruguay,Siigo Contador,Otro / sin motivo registrado,2,0.0
2026-05,Uruguay,Profesional Independiente,Cerró o quebró el negocio,17,1020.64
2026-05,Uruguay,Profesional Independiente,Precio / ajuste anual,17,819.09
2026-05,Uruguay,Profesional Independiente,Se fue a la competencia,11,630.4
2026-05,Uruguay,Profesional Independiente,Mala experiencia de soporte,15,767.97
2026-05,Uruguay,Profesional Independiente,No logró implementar,7,467.44
2026-05,Uruguay,Profesional Independiente,Cambió de contador,7,334.5
2026-05,Uruguay,Profesional Independiente,Funcionalidad faltante,5,287.32
2026-05,Uruguay,Profesional Independiente,Otro / sin motivo registrado,4,210.13
2026-05,Uruguay,Emprendedor,Cerró o quebró el negocio,12,931.19
2026-05,Uruguay,Emprendedor,Precio / ajuste anual,9,747.3
2026-05,Uruguay,Emprendedor,Se fue a la competencia,7,575.15
2026-05,Uruguay,Emprendedor,Mala experiencia de soporte,9,700.66
2026-05,Uruguay,Emprendedor,No logró implementar,6,426.47
2026-05,Uruguay,Emprendedor,Cambió de contador,4,305.18
2026-05,Uruguay,Emprendedor,Funcionalidad faltante,3,262.14
2026-05,Uruguay,Emprendedor,Otro / sin motivo registrado,2,191.72
2026-05,Uruguay,Premium,Cerró o quebró el negocio,6,513.48
2026-05,Uruguay,Premium,Precio / ajuste anual,4,412.08
2026-05,Uruguay,Premium,Se fue a la competencia,3,317.15
2026-05,Uruguay,Premium,Mala experiencia de soporte,3,386.36
2026-05,Uruguay,Premium,No logró implementar,2,235.17
2026-05,Uruguay,Premium,Cambió de contador,2,168.28
2026-05,Uruguay,Premium,Funcionalidad faltante,1,144.55
2026-05,Uruguay,Premium,Otro / sin motivo registrado,1,105.72
2026-05,Uruguay,Corporativo,Cerró o quebró el negocio,1,194.45
2026-05,Uruguay,Corporativo,Precio / ajuste anual,1,156.05
2026-05,Uruguay,Corporativo,Mala experiencia de soporte,1,146.31
2026-05,Uruguay,Siigo POS,Cerró o quebró el negocio,3,123.3
2026-05,Uruguay,Siigo POS,Precio / ajuste anual,3,98.95
2026-05,Uruguay,Siigo POS,Se fue a la competencia,2,76.15
2026-05,Uruguay,Siigo POS,Mala experiencia de soporte,2,92.77
2026-05,Uruguay,Siigo POS,No logró implementar,1,56.47
2026-05,Uruguay,Siigo POS,Cambió de contador,1,40.41
2026-05,Uruguay,Siigo POS,Funcionalidad faltante,1,34.71
2026-05,Uruguay,POS Gastrobar,Cerró o quebró el negocio,1,91.8
2026-05,Uruguay,POS Gastrobar,Precio / ajuste anual,1,73.67
2026-05,Uruguay,POS Gastrobar,Se fue a la competencia,1,56.7
2026-05,Uruguay,POS Gastrobar,Mala experiencia de soporte,1,69.08
2026-06,Uruguay,Siigo Contador,Cerró o quebró el negocio,9,0.0
2026-06,Uruguay,Siigo Contador,Precio / ajuste anual,7,0.0
2026-06,Uruguay,Siigo Contador,Se fue a la competencia,6,0.0
2026-06,Uruguay,Siigo Contador,Mala experiencia de soporte,5,0.0
2026-06,Uruguay,Siigo Contador,No logró implementar,3,0.0
2026-06,Uruguay,Siigo Contador,Cambió de contador,3,0.0
2026-06,Uruguay,Siigo Contador,Funcionalidad faltante,2,0.0
2026-06,Uruguay,Siigo Contador,Otro / sin motivo registrado,2,0.0
2026-06,Uruguay,Profesional Independiente,Cerró o quebró el negocio,17,971.27
2026-06,Uruguay,Profesional Independiente,Precio / ajuste anual,14,779.46
2026-06,Uruguay,Profesional Independiente,Se fue a la competencia,12,599.9
2026-06,Uruguay,Profesional Independiente,Mala experiencia de soporte,9,493.79
2026-06,Uruguay,Profesional Independiente,No logró implementar,9,444.82
2026-06,Uruguay,Profesional Independiente,Cambió de contador,6,318.31
2026-06,Uruguay,Profesional Independiente,Funcionalidad faltante,5,273.42
2026-06,Uruguay,Profesional Independiente,Otro / sin motivo registrado,3,199.97
2026-06,Uruguay,Emprendedor,Cerró o quebró el negocio,14,952.84
2026-06,Uruguay,Emprendedor,Precio / ajuste anual,8,764.67
2026-06,Uruguay,Emprendedor,Se fue a la competencia,8,588.52
2026-06,Uruguay,Emprendedor,Mala experiencia de soporte,6,484.43
2026-06,Uruguay,Emprendedor,No logró implementar,4,436.38
2026-06,Uruguay,Emprendedor,Cambió de contador,4,312.28
2026-06,Uruguay,Emprendedor,Funcionalidad faltante,3,268.24
2026-06,Uruguay,Emprendedor,Otro / sin motivo registrado,3,196.17
2026-06,Uruguay,Premium,Cerró o quebró el negocio,6,541.33
2026-06,Uruguay,Premium,Precio / ajuste anual,5,434.43
2026-06,Uruguay,Premium,Se fue a la competencia,3,334.35
2026-06,Uruguay,Premium,Mala experiencia de soporte,3,275.21
2026-06,Uruguay,Premium,No logró implementar,3,247.92
2026-06,Uruguay,Premium,Cambió de contador,2,177.41
2026-06,Uruguay,Premium,Funcionalidad faltante,2,152.39
2026-06,Uruguay,Premium,Otro / sin motivo registrado,1,111.45
2026-06,Uruguay,Corporativo,Cerró o quebró el negocio,1,195.15
2026-06,Uruguay,Corporativo,Precio / ajuste anual,1,156.61
2026-06,Uruguay,Siigo POS,Cerró o quebró el negocio,3,130.79
2026-06,Uruguay,Siigo POS,Precio / ajuste anual,2,104.96
2026-06,Uruguay,Siigo POS,Se fue a la competencia,2,80.78
2026-06,Uruguay,Siigo POS,Mala experiencia de soporte,2,66.49
2026-06,Uruguay,Siigo POS,No logró implementar,1,59.9
2026-06,Uruguay,Siigo POS,Cambió de contador,1,42.86
2026-06,Uruguay,Siigo POS,Funcionalidad faltante,1,36.82
2026-06,Uruguay,POS Gastrobar,Cerró o quebró el negocio,2,93.11
2026-06,Uruguay,POS Gastrobar,Precio / ajuste anual,1,74.72
2026-06,Uruguay,POS Gastrobar,Se fue a la competencia,1,57.51
2026-06,Uruguay,POS Gastrobar,No logró implementar,1,42.64
2026-07,Uruguay,Siigo Contador,Cerró o quebró el negocio,10,0.0
2026-07,Uruguay,Siigo Contador,Precio / ajuste anual,7,0.0
2026-07,Uruguay,Siigo Contador,Se fue a la competencia,6,0.0
2026-07,Uruguay,Siigo Contador,Mala experiencia de soporte,4,0.0
2026-07,Uruguay,Siigo Contador,No logró implementar,4,0.0
2026-07,Uruguay,Siigo Contador,Cambió de contador,3,0.0
2026-07,Uruguay,Siigo Contador,Funcionalidad faltante,2,0.0
2026-07,Uruguay,Siigo Contador,Otro / sin motivo registrado,2,0.0
2026-07,Uruguay,Profesional Independiente,Cerró o quebró el negocio,14,950.82
2026-07,Uruguay,Profesional Independiente,Precio / ajuste anual,14,763.05
2026-07,Uruguay,Profesional Independiente,Se fue a la competencia,11,587.27
2026-07,Uruguay,Profesional Independiente,Mala experiencia de soporte,7,483.4
2026-07,Uruguay,Profesional Independiente,No logró implementar,8,435.46
2026-07,Uruguay,Profesional Independiente,Cambió de contador,6,311.61
