mes,pais,plan,mrr_inicial_usd,nuevo_usd,expansion_usd,reactivacion_usd,contraccion_usd,churn_usd,mrr_final_usd,clientes_inicial,clientes_nuevos,clientes_baja,clientes_final
2024-10,Uruguay,POS Gastrobar,11663.76,264.82,138.8,11.9,-22.71,-248.96,11807.61,318,9,7,320
2024-11,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3013,59,43,3029
2024-11,Uruguay,Profesional Independiente,127549.57,2622.77,1052.37,143.49,-221.97,-3012.78,128133.45,2831,71,67,2835
2024-11,Uruguay,Emprendedor,195466.12,3258.52,2532.31,151.31,-545.71,-3165.48,197697.08,3306,66,54,3319
2024-11,Uruguay,Premium,146560.7,1986.78,858.1,86.06,-455.5,-1813.73,147222.42,2278,37,28,2287
2024-11,Uruguay,Corporativo,107756.69,936.9,819.94,27.54,-384.21,-579.59,108577.26,893,9,5,898
2024-11,Uruguay,Siigo POS,19079.18,402.18,199.54,19.75,-61.74,-414.35,19224.56,693,18,15,695
2024-11,Uruguay,POS Gastrobar,11807.61,270.2,103.28,13.73,-20.15,-288.14,11886.53,320,9,8,321
2024-12,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3029,49,46,3032
2024-12,Uruguay,Profesional Independiente,128133.45,3037.27,1144.87,169.56,-291.28,-3559.61,128634.27,2835,82,79,2838
2024-12,Uruguay,Emprendedor,197697.08,2560.44,1556.18,152.79,-391.01,-3209.98,198365.51,3319,52,54,3317
2024-12,Uruguay,Premium,147222.42,1977.97,1289.06,93.23,-426.31,-1958.76,148197.61,2287,37,30,2294
2024-12,Uruguay,Corporativo,108577.26,991.4,876.88,31.86,-330.1,-669.91,109477.38,898,10,6,902
2024-12,Uruguay,Siigo POS,19224.56,377.85,188.25,21.59,-29.11,-452.44,19330.7,695,17,16,696
2024-12,Uruguay,POS Gastrobar,11886.53,292.22,93.95,17.58,-34.81,-369.77,11885.71,321,10,10,321
2025-01,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3032,78,50,3059
2025-01,Uruguay,Profesional Independiente,128634.27,4843.81,8190.84,318.4,-203.77,-3875.66,137907.89,2838,124,86,2877
2025-01,Uruguay,Emprendedor,198365.51,5322.76,12563.83,355.11,-336.99,-4324.4,211945.82,3317,104,72,3349
2025-01,Uruguay,Premium,148197.61,2592.24,9557.08,174.16,-123.64,-2116.88,158280.57,2294,47,33,2307
2025-01,Uruguay,Corporativo,109477.38,1483.82,7080.75,70.54,-301.83,-858.82,116951.84,902,14,7,909
2025-01,Uruguay,Siigo POS,19330.7,601.82,1259.75,42.74,-43.11,-519.8,20672.09,696,25,19,702
2025-01,Uruguay,POS Gastrobar,11885.71,430.63,741.99,29.23,-18.86,-356.2,12712.49,321,14,10,325
2025-02,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3059,64,38,3086
2025-02,Uruguay,Profesional Independiente,137907.89,3771.45,1193.92,252.59,-313.75,-3244.82,139567.28,2877,97,68,2906
2025-02,Uruguay,Emprendedor,211945.82,4616.05,1596.16,261.63,-261.05,-3361.25,214797.35,3349,89,53,3384
2025-02,Uruguay,Premium,158280.57,2241.58,1372.67,120.49,-398.53,-1548.17,160068.61,2307,40,23,2325
2025-02,Uruguay,Corporativo,116951.84,1128.48,869.1,53.76,-102.38,-690.52,118210.28,909,11,5,914
2025-02,Uruguay,Siigo POS,20672.09,441.82,197.27,33.8,-47.98,-433.81,20863.18,702,19,15,706
2025-02,Uruguay,POS Gastrobar,12712.49,342.13,133.94,24.8,-15.57,-317.66,12880.13,325,11,8,327
2025-03,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3086,60,40,3106
2025-03,Uruguay,Profesional Independiente,139567.28,3238.68,1080.49,250.29,-457.7,-3221.38,140457.65,2906,84,67,2923
2025-03,Uruguay,Emprendedor,214797.35,3682.23,1729.72,268.88,-564.96,-3457.38,216455.84,3384,72,54,3402
2025-03,Uruguay,Premium,160068.61,2157.41,1506.72,134.24,-0.0,-1718.69,162148.28,2325,38,25,2338
2025-03,Uruguay,Corporativo,118210.28,1240.48,1303.68,57.82,-261.2,-740.93,119810.13,914,12,6,920
2025-03,Uruguay,Siigo POS,20863.18,470.8,248.07,35.24,-71.92,-451.77,21093.61,706,20,15,710
2025-03,Uruguay,POS Gastrobar,12880.13,370.84,137.56,26.16,-5.81,-334.77,13074.11,327,12,9,330
2025-04,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3106,52,38,3119
2025-04,Uruguay,Profesional Independiente,140457.65,2956.01,1144.85,260.68,-0.0,-3341.29,141477.91,2923,77,70,2930
2025-04,Uruguay,Emprendedor,216455.84,3842.48,1720.89,295.33,-526.56,-3797.14,217990.84,3402,75,60,3417
2025-04,Uruguay,Premium,162148.28,2132.41,1104.25,133.12,-518.17,-1714.84,163285.06,2338,38,25,2351
2025-04,Uruguay,Corporativo,119810.13,1172.3,919.38,57.83,-425.71,-744.64,120789.29,920,11,6,925
2025-04,Uruguay,Siigo POS,21093.61,383.28,264.04,31.89,-47.8,-408.12,21316.91,710,16,14,713
2025-04,Uruguay,POS Gastrobar,13074.11,326.85,104.01,25.34,-13.33,-325.4,13191.58,330,10,8,332
2025-05,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3119,55,39,3136
2025-05,Uruguay,Profesional Independiente,141477.91,3294.32,1334.2,159.14,-228.98,-3337.03,142699.55,2930,82,69,2943
2025-05,Uruguay,Emprendedor,217990.84,3819.96,1809.66,167.02,-574.55,-3509.68,219703.25,3417,72,55,3434
2025-05,Uruguay,Premium,163285.06,2081.78,1519.52,78.25,-265.49,-1641.09,165058.03,2351,36,24,2363
2025-05,Uruguay,Corporativo,120789.29,1126.62,949.36,30.57,-223.16,-642.14,122030.53,925,10,5,930
2025-05,Uruguay,Siigo POS,21316.91,412.42,250.94,19.8,-62.83,-414.72,21522.51,713,17,14,715
2025-05,Uruguay,POS Gastrobar,13191.58,337.01,96.47,16.23,-25.46,-341.12,13274.72,332,10,9,334
2025-06,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3136,53,40,3149
2025-06,Uruguay,Profesional Independiente,142699.55,3484.57,1601.45,178.07,-80.37,-3723.4,144159.87,2943,87,77,2953
2025-06,Uruguay,Emprendedor,219703.25,3255.28,2266.37,165.49,-434.64,-3468.24,221487.51,3434,61,54,3441
2025-06,Uruguay,Premium,165058.03,1793.44,1112.19,87.34,-222.1,-1835.82,165993.08,2363,31,26,2368
2025-06,Uruguay,Corporativo,122030.53,976.24,914.31,36.23,-210.1,-761.29,122985.92,930,9,6,934
2025-06,Uruguay,Siigo POS,21522.51,442.96,237.21,19.92,-35.5,-416.99,21770.11,715,18,14,719
2025-06,Uruguay,POS Gastrobar,13274.72,278.71,77.0,14.35,-30.67,-302.29,13311.83,334,9,8,335
2025-07,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3149,58,42,3165
2025-07,Uruguay,Profesional Independiente,144159.87,3324.78,1085.79,159.92,-208.61,-3359.12,145162.64,2953,82,69,2967
2025-07,Uruguay,Emprendedor,221487.51,4089.35,1323.54,182.34,-489.71,-3838.78,222754.24,3441,77,60,3458
2025-07,Uruguay,Premium,165993.08,2230.47,1362.87,92.49,-724.66,-1947.0,167007.25,2368,38,28,2378
2025-07,Uruguay,Corporativo,122985.92,1160.94,1386.83,35.24,-155.44,-737.35,124676.15,934,10,6,938
2025-07,Uruguay,Siigo POS,21770.11,448.64,157.11,23.43,-19.36,-492.02,21887.9,719,18,16,721
2025-07,Uruguay,POS Gastrobar,13311.83,332.76,94.44,15.44,-25.0,-324.59,13404.87,335,10,8,337
2025-08,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3165,58,41,3181
2025-08,Uruguay,Profesional Independiente,145162.64,3507.37,1343.01,164.86,-192.69,-3456.55,146528.64,2967,86,71,2982
2025-08,Uruguay,Emprendedor,222754.24,3892.79,2548.16,159.89,-716.63,-3351.38,225287.08,3458,72,52,3479
2025-08,Uruguay,Premium,167007.25,2525.89,844.64,90.91,-270.95,-1914.54,168283.2,2378,43,27,2394
2025-08,Uruguay,Corporativo,124676.15,986.29,696.07,30.8,-334.51,-648.94,125405.86,938,9,5,942
2025-08,Uruguay,Siigo POS,21887.9,453.43,287.43,20.97,-64.49,-438.73,22146.51,721,18,14,724
2025-08,Uruguay,POS Gastrobar,13404.87,313.67,125.95,15.04,-32.79,-315.75,13511.01,337,10,8,338
2025-09,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3181,61,45,3198
2025-09,Uruguay,Profesional Independiente,146528.64,3228.85,1893.25,144.82,-14.41,-3021.78,148759.38,2982,79,62,2999
2025-09,Uruguay,Emprendedor,225287.08,4164.46,1907.97,171.39,-429.03,-3598.37,227503.49,3479,77,56,3500
2025-09,Uruguay,Premium,168283.2,2444.44,1242.47,88.43,-400.7,-1859.55,169798.29,2394,42,26,2409
2025-09,Uruguay,Corporativo,125405.86,1043.38,1082.67,32.71,-211.21,-686.57,126666.85,942,9,5,947
2025-09,Uruguay,Siigo POS,22146.51,407.18,201.97,21.34,-54.39,-447.93,22274.68,724,16,15,726
2025-09,Uruguay,POS Gastrobar,13511.01,294.23,167.13,14.35,-31.6,-300.18,13654.93,338,9,8,340
2025-10,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3198,60,42,3216
2025-10,Uruguay,Profesional Independiente,148759.38,3814.0,1686.78,173.69,-239.18,-3635.26,150559.41,2999,92,73,3018
2025-10,Uruguay,Emprendedor,227503.49,3722.27,1910.03,165.91,-374.26,-3482.72,229444.72,3500,69,54,3516
2025-10,Uruguay,Premium,169798.29,2368.09,2110.68,88.12,-415.79,-1843.81,172105.57,2409,40,26,2423
2025-10,Uruguay,Corporativo,126666.85,1334.16,1256.48,38.83,-275.89,-814.24,128206.19,947,12,6,952
2025-10,Uruguay,Siigo POS,22274.68,436.16,184.48,22.75,-61.05,-478.15,22378.87,726,17,16,728
2025-10,Uruguay,POS Gastrobar,13654.93,311.5,94.62,16.38,-18.15,-344.25,13715.03,340,9,9,341
2025-11,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3216,55,39,3233
2025-11,Uruguay,Profesional Independiente,150559.41,3219.08,1488.9,173.57,-70.45,-3633.83,151736.68,3018,78,73,3024
2025-11,Uruguay,Emprendedor,229444.72,3902.57,2257.01,179.42,-397.69,-3761.12,231624.92,3516,72,58,3530
2025-11,Uruguay,Premium,172105.57,2234.66,1410.62,96.76,-207.43,-2030.68,173609.51,2423,38,29,2432
2025-11,Uruguay,Corporativo,128206.19,1195.88,920.27,35.05,-307.31,-737.23,129312.84,952,11,5,957
2025-11,Uruguay,Siigo POS,22378.87,450.47,235.71,21.15,-62.48,-443.61,22580.11,728,18,14,731
2025-11,Uruguay,POS Gastrobar,13715.03,293.71,116.2,14.61,-13.01,-306.51,13820.04,341,9,8,342
2025-12,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3233,57,49,3240
2025-12,Uruguay,Profesional Independiente,151736.68,3538.91,1314.76,206.76,-253.41,-4339.02,152204.69,3024,86,86,3023
2025-12,Uruguay,Emprendedor,231624.92,3561.39,2037.75,186.45,-476.3,-3913.71,233020.49,3530,66,60,3536
2025-12,Uruguay,Premium,173609.51,2360.04,1296.19,110.95,-145.75,-2329.33,174901.61,2432,40,33,2440
2025-12,Uruguay,Corporativo,129312.84,1142.26,965.3,36.88,-388.29,-775.96,130293.04,957,10,6,962
2025-12,Uruguay,Siigo POS,22580.11,406.16,232.99,24.48,-60.89,-513.49,22669.36,731,16,17,730
2025-12,Uruguay,POS Gastrobar,13820.04,268.01,162.12,17.86,-34.88,-374.01,13859.14,342,8,9,341
2026-01,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3240,89,54,3275
2026-01,Uruguay,Profesional Independiente,152204.69,5267.17,9784.17,366.88,-306.42,-4465.03,162851.46,3023,122,89,3057
2026-01,Uruguay,Emprendedor,233020.49,5635.2,15308.63,381.81,-709.97,-4645.14,248991.02,3536,100,70,3565
2026-01,Uruguay,Premium,174901.61,3424.94,11246.93,209.01,-351.94,-2543.71,186886.85,2440,55,35,2459
2026-01,Uruguay,Corporativo,130293.04,1788.79,8489.43,77.45,-367.03,-942.51,139339.17,962,15,7,970
2026-01,Uruguay,Siigo POS,22669.36,741.16,1506.21,51.59,-72.43,-627.29,24268.61,730,28,20,738
2026-01,Uruguay,POS Gastrobar,13859.14,536.15,920.16,33.7,-21.63,-409.1,14918.42,341,15,10,346
2026-02,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3275,61,42,3294
2026-02,Uruguay,Profesional Independiente,162851.46,4004.35,1227.9,288.55,-144.57,-3705.76,164521.94,3057,93,70,3080
2026-02,Uruguay,Emprendedor,248991.02,4724.66,2685.82,313.09,-178.28,-4007.3,252529.01,3565,83,57,3590
2026-02,Uruguay,Premium,186886.85,3347.57,1300.54,174.29,-249.66,-2240.7,189218.88,2459,53,29,2483
2026-02,Uruguay,Corporativo,139339.17,1596.1,1151.26,70.4,-410.53,-905.37,140841.02,970,13,6,977
2026-02,Uruguay,Siigo POS,24268.61,510.63,220.24,39.4,-48.95,-505.77,24484.16,738,19,15,742
2026-02,Uruguay,POS Gastrobar,14918.42,396.53,105.19,28.31,-18.12,-363.85,15066.48,346,11,8,349
2026-03,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3294,66,42,3318
2026-03,Uruguay,Profesional Independiente,164521.94,3752.95,1652.42,296.67,-69.42,-3798.85,166355.69,3080,87,71,3096
2026-03,Uruguay,Emprendedor,252529.01,4617.55,2889.34,309.7,-781.38,-3970.76,255593.46,3590,81,56,3615
2026-03,Uruguay,Premium,189218.88,2554.62,1406.15,162.36,-389.47,-2087.76,190864.77,2483,41,27,2497
2026-03,Uruguay,Corporativo,140841.02,1495.4,1175.53,62.87,-332.39,-808.02,142434.41,977,12,6,984
2026-03,Uruguay,Siigo POS,24484.16,550.09,256.53,42.97,-60.26,-551.14,24722.35,742,21,17,746
2026-03,Uruguay,POS Gastrobar,15066.48,397.21,135.24,27.35,-34.0,-351.28,15241.0,349,11,8,352
2026-04,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3318,57,40,3335
2026-04,Uruguay,Profesional Independiente,166355.69,4607.88,1467.76,309.16,-380.75,-3970.94,168388.79,3096,105,74,3127
2026-04,Uruguay,Emprendedor,255593.46,4797.75,2936.59,313.98,-989.84,-4028.53,258623.4,3615,83,57,3641
2026-04,Uruguay,Premium,190864.77,2565.5,1899.05,162.12,-209.18,-2077.59,193204.67,2497,41,27,2511
2026-04,Uruguay,Corporativo,142434.41,1228.51,1297.6,67.93,-314.58,-872.19,143841.68,984,10,6,988
2026-04,Uruguay,Siigo POS,24722.35,513.46,196.48,39.54,-88.2,-508.93,24874.69,746,19,15,749
2026-04,Uruguay,POS Gastrobar,15241.0,369.35,152.33,29.39,-14.11,-376.55,15401.41,352,11,9,354
2026-05,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3335,61,42,3355
2026-05,Uruguay,Profesional Independiente,168388.79,4422.05,1457.01,204.27,-346.7,-4288.41,169837.01,3127,99,80,3146
2026-05,Uruguay,Emprendedor,258623.4,4612.27,2242.84,186.4,-483.3,-3912.57,261269.04,3641,78,55,3663
2026-05,Uruguay,Premium,193204.67,2402.31,1844.86,102.89,-330.98,-2157.48,195066.28,2511,37,28,2520
2026-05,Uruguay,Corporativo,143841.68,1189.76,1382.94,38.91,-463.89,-817.03,145172.37,988,10,6,992
2026-05,Uruguay,Siigo POS,24874.69,492.55,230.82,24.67,-67.86,-518.05,25036.83,749,18,16,752
2026-05,Uruguay,POS Gastrobar,15401.41,388.63,163.7,18.42,-25.58,-385.73,15560.84,354,11,9,356
2026-06,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3355,56,43,3367
2026-06,Uruguay,Profesional Independiente,169837.01,3641.28,1616.13,194.38,-497.25,-4080.95,170710.6,3146,82,76,3153
2026-06,Uruguay,Emprendedor,261269.04,3808.98,2858.1,191.14,-524.5,-4003.53,263599.24,3663,64,56,3672
2026-06,Uruguay,Premium,195066.28,2582.44,1052.1,108.02,-346.36,-2274.5,196187.97,2520,40,29,2531
2026-06,Uruguay,Corporativo,145172.37,1168.11,1628.74,39.16,-297.22,-819.97,146891.2,992,9,6,996
2026-06,Uruguay,Siigo POS,25036.83,591.9,311.73,26.28,-50.44,-549.54,25366.75,752,21,17,757
2026-06,Uruguay,POS Gastrobar,15560.84,397.6,144.67,18.65,-31.14,-391.22,15699.4,356,11,9,358
2026-07,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3367,59,44,3382
2026-07,Uruguay,Profesional Independiente,170710.6,4039.05,1409.84,190.18,-388.09,-3995.05,171966.52,3153,90,74,3169
2026-07,Uruguay,Emprendedor,263599.24,4946.51,2158.23,206.93,-745.66,-4349.76,265815.49,3672,83,61,3694
2026-07,Uruguay,Premium,196187.97,2558.7,2050.41,102.43,-597.37,-2148.76,198153.38,2531,40,28,2543
2026-07,Uruguay,Corporativo,146891.2,1277.0,1203.02,39.53,-312.79,-830.3,148267.66,996,10,6,1001
2026-07,Uruguay,Siigo POS,25366.75,521.99,233.51,24.24,-58.36,-508.84,25579.3,757,19,15,760
2026-07,Uruguay,POS Gastrobar,15699.4,397.69,182.6,18.61,-16.55,-389.15,15892.59,358,11,9,360
2026-08,Uruguay,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,3382,53,45,3390
2026-08,Uruguay,Profesional Independiente,171966.52,3866.48,1437.93,182.38,-457.51,-3832.33,173163.48,3169,86,71,3184
2026-08,Uruguay,Emprendedor,265815.49,4311.94,2550.43,219.65,-504.41,-4606.27,267786.83,3694,72,64,3702
2026-08,Uruguay,Premium,198153.38,2714.55,1987.55,103.17,-340.98,-2162.25,200455.42,2543,42,28,2557
2026-08,Uruguay,Corporativo,148267.66,1361.58,1153.99,42.42,-207.65,-890.74,149727.25,1001,11,6,1006
2026-08,Uruguay,Siigo POS,25579.3,544.32,227.15,26.0,-49.55,-545.63,25781.59,760,20,16,764
2026-08,Uruguay,POS Gastrobar,15892.59,412.11,149.3,19.13,-25.97,-401.15,16046.02,360,11,9,362
2024-09,Chile,Siigo Contador,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,0,0,529
2024-09,Chile,Profesional Independiente,48324.32,0.0,0.0,0.0,0.0,0.0,48324.32,1242,0,0,1242
2024-09,Chile,Emprendedor,61546.13,0.0,0.0,0.0,0.0,0.0,61546.13,1207,0,0,1207
2024-09,Chile,Premium,38279.14,0.0,0.0,0.0,0.0,0.0,38279.14,691,0,0,691
2024-09,Chile,Corporativo,28109.73,0.0,0.0,0.0,0.0,0.0,28109.73,271,0,0,271
2024-09,Chile,Siigo POS,7364.85,0.0,0.0,0.0,0.0,0.0,7364.85,310,0,0,310
2024-09,Chile,POS Gastrobar,3883.47,0.0,0.0,0.0,0.0,0.0,3883.47,122,0,0,122
2024-10,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,529,22,7,544
2024-10,Chile,Profesional Independiente,48324.32,2137.43,367.64,54.42,-61.41,-1142.84,49679.57,1242,65,29,1277
2024-10,Chile,Emprendedor,61546.13,2498.02,481.11,50.59,-127.54,-1062.93,63385.37,1207,58,21,1244
2024-10,Chile,Premium,38279.14,1339.42,286.48,18.87,-74.36,-396.68,39452.87,691,28,7,712
2024-10,Chile,Corporativo,28109.73,832.36,218.03,8.08,-22.13,-169.59,28976.48,271,9,2,279
2024-10,Chile,Siigo POS,7364.85,287.36,79.3,7.36,-12.76,-154.06,7572.04,310,14,6,318
2024-10,Chile,POS Gastrobar,3883.47,163.66,43.74,4.17,-9.01,-87.31,3998.72,122,6,3,126
2024-11,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,544,22,7,559
2024-11,Chile,Profesional Independiente,49679.57,2044.73,359.25,58.91,-114.5,-1238.84,50789.13,1277,62,32,1308
2024-11,Chile,Emprendedor,63385.37,2268.3,698.58,53.81,-93.76,-1126.47,65185.84,1244,52,22,1274
2024-11,Chile,Premium,39452.87,1255.29,372.65,21.53,-61.13,-451.33,40589.88,712,27,8,730
2024-11,Chile,Corporativo,28976.48,832.33,208.02,8.52,-87.2,-179.31,29758.84,279,9,2,286
2024-11,Chile,Siigo POS,7572.04,295.22,60.27,7.64,-21.95,-160.56,7752.64,318,15,7,326
2024-11,Chile,POS Gastrobar,3998.72,161.44,33.88,4.67,-8.53,-98.02,4092.17,126,6,3,129
2024-12,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,559,21,9,572
2024-12,Chile,Profesional Independiente,50789.13,1880.91,465.08,63.88,-118.61,-1340.82,51739.57,1308,58,35,1331
2024-12,Chile,Emprendedor,65185.84,2242.72,562.74,58.51,-109.23,-1227.94,66712.63,1274,52,24,1302
2024-12,Chile,Premium,40589.88,1197.96,425.77,24.55,-91.35,-514.55,41632.26,730,25,9,746
2024-12,Chile,Corporativo,29758.84,641.36,385.0,9.22,-58.01,-192.72,30543.7,286,7,2,292
2024-12,Chile,Siigo POS,7752.64,293.94,47.36,8.63,-9.15,-181.47,7911.95,326,15,8,333
2024-12,Chile,POS Gastrobar,4092.17,158.31,37.12,5.22,-6.1,-109.4,4177.31,129,6,3,131
2025-01,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,572,30,8,593
2025-01,Chile,Profesional Independiente,51739.57,3082.32,3302.81,133.97,-133.9,-1631.99,56492.77,1331,90,42,1380
2025-01,Chile,Emprendedor,66712.63,3422.84,4346.85,106.86,-134.5,-1299.42,73155.26,1302,75,25,1352
2025-01,Chile,Premium,41632.26,2020.5,2647.1,47.22,-59.61,-574.8,45712.66,746,41,10,777
2025-01,Chile,Corporativo,30543.7,1175.11,1960.21,19.22,-3.46,-233.56,33461.22,292,12,2,302
2025-01,Chile,Siigo POS,7911.95,502.91,510.54,16.57,-16.06,-201.64,8724.28,333,24,8,349
2025-01,Chile,POS Gastrobar,4177.31,248.48,271.38,10.33,-12.72,-125.76,4569.04,131,9,4,136
2025-02,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,593,25,8,611
2025-02,Chile,Profesional Independiente,56492.77,2694.15,521.23,99.68,-99.02,-1279.15,58429.66,1380,79,31,1427
2025-02,Chile,Emprendedor,73155.26,3019.7,601.06,95.58,-217.49,-1229.23,75424.88,1352,66,23,1395
2025-02,Chile,Premium,45712.66,1749.93,344.03,39.68,-107.23,-510.38,47228.7,777,35,9,803
2025-02,Chile,Corporativo,33461.22,1045.28,348.65,14.77,-51.96,-189.25,34628.71,302,11,2,311
2025-02,Chile,Siigo POS,8724.28,407.41,62.23,13.74,-20.3,-176.74,9010.61,349,19,7,361
2025-02,Chile,POS Gastrobar,4569.04,200.05,32.99,8.52,-8.19,-109.6,4692.81,136,7,3,140
2025-03,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,611,28,9,630
2025-03,Chile,Profesional Independiente,58429.66,2717.12,391.0,103.54,-141.71,-1332.92,60166.68,1427,80,33,1474
2025-03,Chile,Emprendedor,75424.88,3197.74,893.53,95.81,-274.63,-1228.61,78108.73,1395,70,23,1443
2025-03,Chile,Premium,47228.7,1755.66,382.51,41.39,-107.82,-532.07,48768.37,803,35,9,829
2025-03,Chile,Corporativo,34628.71,1153.72,255.93,16.5,-109.71,-212.42,35732.72,311,12,2,322
2025-03,Chile,Siigo POS,9010.61,413.86,88.42,14.08,-11.7,-180.51,9334.77,361,20,7,374
2025-03,Chile,POS Gastrobar,4692.81,233.62,27.9,9.61,-6.57,-123.66,4833.72,140,8,4,145
2025-04,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,630,28,8,649
2025-04,Chile,Profesional Independiente,60166.68,2648.43,690.04,104.82,-55.93,-1341.03,62213.01,1474,77,33,1519
2025-04,Chile,Emprendedor,78108.73,3166.14,760.69,93.69,-225.53,-1202.98,80700.73,1443,69,22,1490
2025-04,Chile,Premium,48768.37,1651.84,552.4,41.32,-69.56,-528.96,50415.41,829,33,9,853
2025-04,Chile,Corporativo,35732.72,1055.15,287.71,13.16,-69.25,-169.14,36850.35,322,11,2,331
2025-04,Chile,Siigo POS,9334.77,385.09,83.67,14.26,-19.26,-183.08,9615.44,374,18,7,385
2025-04,Chile,POS Gastrobar,4833.72,210.89,49.42,8.32,-4.78,-106.6,4990.97,145,8,3,149
2025-05,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,649,28,8,669
2025-05,Chile,Profesional Independiente,62213.01,2565.77,670.34,68.76,-153.09,-1441.09,63923.7,1519,74,35,1557
2025-05,Chile,Emprendedor,80700.73,2786.38,930.88,59.22,-94.56,-1238.54,83144.11,1490,60,23,1527
2025-05,Chile,Premium,50415.41,1726.62,526.16,26.48,-140.47,-555.33,51998.87,853,34,9,878
2025-05,Chile,Corporativo,36850.35,1152.47,319.2,9.11,-40.24,-191.0,38099.89,331,12,2,341
2025-05,Chile,Siigo POS,9615.44,406.23,91.68,9.69,-35.6,-203.67,9883.78,385,19,8,396
2025-05,Chile,POS Gastrobar,4990.97,211.73,43.97,5.42,-5.59,-113.68,5132.83,149,7,3,153
2025-06,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,669,25,8,687
2025-06,Chile,Profesional Independiente,63923.7,2765.48,405.13,73.65,-142.58,-1550.01,65475.38,1557,80,38,1600
2025-06,Chile,Emprendedor,83144.11,3101.69,1001.56,59.26,-208.34,-1240.46,85857.82,1527,67,23,1571
2025-06,Chile,Premium,51998.87,1676.74,521.14,26.7,-53.17,-559.21,53611.06,878,33,9,902
2025-06,Chile,Corporativo,38099.89,1128.83,394.27,9.9,-66.73,-207.36,39358.79,341,12,2,351
2025-06,Chile,Siigo POS,9883.78,388.57,127.69,9.23,-12.57,-192.86,10203.84,396,18,8,406
2025-06,Chile,POS Gastrobar,5132.83,222.83,35.85,6.08,-12.23,-127.93,5257.44,153,8,4,157
2025-07,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,687,29,9,706
2025-07,Chile,Profesional Independiente,65475.38,3093.85,708.57,80.05,-137.63,-1677.08,67543.14,1600,89,41,1648
2025-07,Chile,Emprendedor,85857.82,3379.98,647.14,64.42,-141.49,-1353.35,88454.52,1571,73,25,1619
2025-07,Chile,Premium,53611.06,1680.14,572.13,25.65,-80.49,-537.06,55271.42,902,33,9,926
2025-07,Chile,Corporativo,39358.79,1148.52,304.42,10.19,-52.99,-214.02,40554.91,351,12,2,361
2025-07,Chile,Siigo POS,10203.84,423.46,87.03,11.03,-6.28,-231.32,10487.76,406,20,9,417
2025-07,Chile,POS Gastrobar,5257.44,215.44,39.17,6.24,-16.33,-131.2,5370.75,157,8,4,161
2025-08,Chile,Siigo Contador,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,706,29,9,727
2025-08,Chile,Profesional Independiente,67543.14,2912.25,648.38,74.94,-65.22,-1570.05,69543.43,1648,84,38,1694
